disease_name,disease_kana,icd10_code
Ｃ型肝炎ウイルス感染母体より出生した児,Ｃガタカンエンウイルスカンセンボタイヨリシュッセイシタジ,P002
Ｃ型肝炎ウイルス関連クリオグロブリン血症性血管炎,Ｃガタカンエンウイルスカンレンクリオグロブリンケッショウセイケッカンエン,B182
Ｃ型肝炎ウイルス性関節炎,Ｃガタカンエンウイルスセイカンセツエン,B182
Ｃ型肝炎合併妊娠,Ｃガタカンエンガッペイニンシン,O984
Ｃ型肝硬変,Ｃガタカンコウヘン,B182
Ｃ型急性肝炎,Ｃガタキュウセイカンエン,B171
Ｃ型劇症肝炎,Ｃガタゲキショウカンエン,B171
Ｃ型食道閉鎖,Ｃガタショクドウヘイサ,Q391
Ｃ型代償性肝硬変,Ｃガタダイショウセイカンコウヘン,B182
Ｃ型非代償性肝硬変,Ｃガタヒダイショウセイカンコウヘン,B182
Ｃ型慢性肝炎,Ｃガタマンセイカンエン,B182
Ｃ群連鎖球菌菌血症,Ｃグンレンサキュウキンキンケツショウ,A408
Ｃ群連鎖球菌敗血症,Ｃグンレンサキュウキンハイケツショウ,A408
Ｃ選療,Ｃセンリョウ,K028
ＤＤＸ３Ｘ関連神経発達異常症,ＤＤＸ３Ｘカンレンシンケイハッタツイジョウショウ,F88
ＤＩＰ関節炎,ＤＩＰカンセツエン,M1314
ＤＩＰ関節開放性脱臼骨折,ＤＩＰカンセツカイホウセイダッキュウコッセツ,S6261
ＤＩＰ関節外傷性変形性関節症,ＤＩＰカンセツガイショウセイヘンケイセイカンセツショウ,M1914
ＤＩＰ関節原発性変形性関節症,ＤＩＰカンセツゲンパツセイヘンケイセイカンセツショウ,M1904
ＤＩＰ関節続発性変形性関節症,ＤＩＰカンセツゾクハツセイヘンケイセイカンセツショウ,M1924
ＤＩＰ関節脱臼,ＤＩＰカンセツダッキュウ,S631
ＤＩＰ関節脱臼骨折,ＤＩＰカンセツダッキュウコッセツ,S6260
ＤＩＰ関節内骨折,ＤＩＰカンセツナイコッセツ,S6260
ＤＩＰ関節捻挫,ＤＩＰカンセツネンザ,S636
ＤＩＰ関節部ガングリオン,ＤＩＰカンセツブガングリオン,M674
ＤＩＰ関節変形性関節症,ＤＩＰカンセツヘンケイセイカンセツショウ,M1994
ＤＭＤ心筋症,ＤＭＤシンキンショウ,G710
Ｄ型肝炎,Ｄガタカンエン,B178
Ｄ群連鎖球菌菌血症,Ｄグンレンサキュウキンキンケツショウ,A402
Ｄ群連鎖球菌敗血症,Ｄグンレンサキュウキンハイケツショウ,A402
Ｄ不適合,Ｄフテキゴウ,O360
Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性白血病,Ｅ２Ａ−ＰＢＸ１ヨウセイＢリンパガキュウセイハッケツビョウ,C910
Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性白血病／リンパ腫,Ｅ２Ａ−ＰＢＸ１ヨウセイＢリンパガキュウセイハッケツビョウ／リンパシュ,C910
Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性リンパ腫,Ｅ２Ａ−ＰＢＸ１ヨウセイＢリンパガキュウセイリンパシュ,C835
ＥＢウイルス肝炎,ＥＢウイルスカンエン,B270
ＥＢウイルス感染症,ＥＢウイルスカンセンショウ,B338
ＥＢウイルス関連免疫不全症,ＥＢウイルスカンレンメンエキフゼンショウ,D823
ＥＢウイルス伝染性単核症,ＥＢウイルスデンセンセイタンカクショウ,B270
ＥＢウイルス肺炎,ＥＢウイルスハイエン,J128
ＥＤＴＡ依存性偽性血小板減少症,ＥＤＴＡイゾンセイギセイケッショウバンゲンショウショウ,R768
ＥＧＦＲ遺伝子変異陽性非小細胞肺癌,ＥＧＦＲイデンシヘンイヨウセイヒショウサイボウハイガン,C349
ＥＲＣＰ後膵炎,ＥＲＣＰゴスイエン,K858
ＥＳＢＬ産生菌感染症,ＥＳＢＬサンセイキンカンセンショウ,A499
ＥＳＷＬ後腎被膜下血腫,ＥＳＷＬゴジンヒマクカケッシュ,T810
Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群,Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋショウコウグン,E078
Ｅ型肝炎,Ｅガタカンエン,B172
Ｅ型劇症肝炎,Ｅガタゲキショウカンエン,B172
Ｅ不適合,Ｅフテキゴウ,O360
ＦＢＰａｓｅ欠損症,ＦＢＰａｓｅケッソンショウ,E741
ＦＧＦ２３関連低リン血症性くる病,ＦＧＦ２３カンレンテイリンケッショウセイクルビョウ,E833
ＦＧＦ２３関連低リン血症性骨軟化症,ＦＧＦ２３カンレンテイリンケッショウセイコツナンカショウ,E833
ＦＬＴ３−ＩＴＤ変異陽性急性骨髄性白血病,ＦＬＴ３−ＩＴＤヘンイヨウセイキュウセイコツズイセイハッケツビョウ,C920
ＦＳＨ産生下垂体腺腫,ＦＳＨサンセイカスイタイセンシュ,D352
ＦＳＨ単独欠損症,ＦＳＨタンドクケッソンショウ,E230
Ｇ６ＰＤ欠乏性貧血,Ｇ６ＰＤケツボウセイヒンケツ,D550
ＧＡＢＡアミノ基転移酵素欠損症,ＧＡＢＡアミノキテンイコウソケッソンショウ,E888
ＧＡＬＥ欠損症,ＧＡＬＥケッソンショウ,E742
ＧＡＬＴ欠損症,ＧＡＬＴケッソンショウ,E742
ＧＭ１ガングリオシドーシス,ＧＭ１ガングリオシドーシス,E751
ＧＭ２ガングリオシドーシス,ＧＭ２ガングリオシドーシス,E750
ＧＭ２ガングリオシドーシス１型,ＧＭ２ガングリオシドーシス１ガタ,E750
ＧＭ２ガングリオシドーシス２型,ＧＭ２ガングリオシドーシス２ガタ,E750
ＧＭ２ガングリオシドーシスＡＢ型,ＧＭ２ガングリオシドーシスＡＢガタ,E750
ＧＭ３ガングリオシドーシス,ＧＭ３ガングリオシドーシス,E751
ＧＲＩＮ２Ｂ関連神経発達異常症,ＧＲＩＮ２Ｂカンレンシンケイハッタツイジョウショウ,F88
ＧＶＨＤ・骨髄移植後,ＧＶＨＤ・コツズイイショクゴ,T860
ＧＶＨＤ・臍帯血移植後,ＧＶＨＤ・サイタイケツイショクゴ,T868
ＧＶＨＤ・末梢血幹細胞移植後,ＧＶＨＤ・マッショウケツカンサイボウイショクゴ,T868
Ｇ群連鎖球菌菌血症,Ｇグンレンサキュウキンキンケツショウ,A408
Ｇ群連鎖球菌敗血症,Ｇグンレンサキュウキンハイケツショウ,A408
ＨＢＶキャリア,ＨＢＶキャリア,Z225
ＨＢｃ抗体検査陽性,ＨＢｃコウタイケンサヨウセイ,R768
ＨＢｅ抗原検査陽性,ＨＢｅコウゲンケンサヨウセイ,R768
ＨＢｓ抗原検査陽性,ＨＢｓコウゲンケンサヨウセイ,R768
ＨＢｓ抗体検査陽性,ＨＢｓコウタイケンサヨウセイ,R768
ＨＢウイルス腎症,ＨＢウイルスジンショウ,B169
ＨＣＡＨＣ,ＨＣＡＨＣ,G378
ＨＣＶキャリア,ＨＣＶキャリア,Z225
ＨＣＶ抗体検査陽性,ＨＣＶコウタイケンサヨウセイ,R768
ＨＣウイルス腎症,ＨＣウイルスジンショウ,B171
ＨＤＬＳ,ＨＤＬＳ,G318
ＨＥＬＬＰ症候群,ＨＥＬＬＰショウコウグン,O142
ＨＥＲ２低発現乳癌,ＨＥＲ２テイハツゲンニュウガン,C509
ＨＥＲ２陽性胃癌,ＨＥＲ２ヨウセイイガン,C169
ＨＥＲ２陽性結腸癌,ＨＥＲ２ヨウセイケッチョウガン,C189
ＨＥＲ２陽性唾液腺癌,ＨＥＲ２ヨウセイダエキセンガン,C089
ＨＥＲ２陽性直腸癌,ＨＥＲ２ヨウセイチョクチョウガン,C20
ＨＥＲ２陽性乳癌,ＨＥＲ２ヨウセイニュウガン,C509
ＨＥＶキャリア,ＨＥＶキャリア,Z225
ＨＨＶ８多中心性キャッスルマン病随伴大細胞型Ｂ細胞性リンパ腫,ＨＨＶ８タチュウシンセイキャッスルマンビョウズイハンダイサイボウガタＢサイボウセイリンパシュ,C838
ＨＩＶ−１感染症,ＨＩＶ−１カンセンショウ,B24
ＨＩＶ−２感染症,ＨＩＶ−２カンセンショウ,B24
ＨＩＶカポジ肉腫,ＨＩＶカポジニクシュ,B210
ＨＩＶカリニ肺炎,ＨＩＶカリニハイエン,B206
ＨＩＶ間質性肺炎,ＨＩＶカンシツセイハイエン,B221
ＨＩＶカンジダ病,ＨＩＶカンジダビョウ,B204
ＨＩＶ感染,ＨＩＶカンセン,B24
ＨＩＶ感染症,ＨＩＶカンセンショウ,B24
ＨＩＶ感染症の認知症,ＨＩＶカンセンショウノニンチショウ,B220
ＨＩＶ感染母体より出生した児,ＨＩＶカンセンボタイヨリシュッセイシタジ,P002
ＨＩＶキャリア,ＨＩＶキャリア,Z21
ＨＩＶクリプトコッカス症,ＨＩＶクリプトコッカスショウ,B205
ＨＩＶクリプトコッカス性脳髄膜炎,ＨＩＶクリプトコッカスセイノウズイマクエン,B205
ＨＩＶ検査陽性,ＨＩＶケンサヨウセイ,R75
ＨＩＶサイトメガロウイルス感染症,ＨＩＶサイトメガロウイルスカンセンショウ,B202
ＨＩＶ腎症,ＨＩＶジンショウ,B238
ＨＩＶ脳症,ＨＩＶノウショウ,B220
ＨＩＶバーキットリンパ腫,ＨＩＶバーキットリンパシュ,B211
ＨＩＶ非結核性抗酸菌症,ＨＩＶヒケッカクセイコウサンキンショウ,B200
ＨＩＶ非ホジキンリンパ腫,ＨＩＶヒホジキンリンパシュ,B212
ＨＩＶヘルペスウイルス感染症,ＨＩＶヘルペスウイルスカンセンショウ,B203
ＨＩＶ網膜症,ＨＩＶモウマクショウ,B238
ＨＭＧ−ＣｏＡ合成酵素欠損症,ＨＭＧ−ＣｏＡゴウセイコウソケッソンショウ,E713
ＨＭＧ血症,ＨＭＧケッショウ,E711
ＨＴＬＶ−１感染症,ＨＴＬＶ−１カンセンショウ,B333
ＨＴＬＶ−１関連脊髄症,ＨＴＬＶ−１カンレンセキズイショウ,A858
ＨＴＬＶ−１キャリア,ＨＴＬＶ−１キャリア,Z226
ＨＴＬＶ−１ぶどう膜炎,ＨＴＬＶ−１ブドウマクエン,B333
ＨＴＲＡ１関連脳小血管病,ＨＴＲＡ１カンレンノウショウケッカンビョウ,F011
Ｈｓｐ６０　シャペロン病,Ｈｓｐ６０　シャペロンビョウ,G378
ＩＣ−ＡＣｈＡ動脈瘤破裂によるくも膜下出血,ＩＣ−ＡＣｈＡドウミャクリュウハレツニヨルクモマクカシュッケツ,I600
ＩＣ−ＰＣ動脈瘤破裂によるくも膜下出血,ＩＣ−ＰＣドウミャクリュウハレツニヨルクモマクカシュッケツ,I600
ＩＣＦ症候群,ＩＣＦショウコウグン,D800
ＩＣＵ症候群,ＩＣＵショウコウグン,F99
ＩＬ３−ＩＧＨ陽性Ｂリンパ芽球性白血病,ＩＬ３−ＩＧＨヨウセイＢリンパガキュウセイハッケツビョウ,C910
ＩＬ３−ＩＧＨ陽性Ｂリンパ芽球性白血病／リンパ腫,ＩＬ３−ＩＧＨヨウセイＢリンパガキュウセイハッケツビョウ／リンパシュ,C910
ＩＬ３−ＩＧＨ陽性Ｂリンパ芽球性リンパ腫,ＩＬ３−ＩＧＨヨウセイＢリンパガキュウセイリンパシュ,C835
ＩＭＡＧｅ症候群,ＩＭＡＧｅショウコウグン,E274
ＩＰＥＸ症候群,ＩＰＥＸショウコウグン,D848
ＩＰ関節炎,ＩＰカンセツエン,M1314
ＩＰ関節捻挫,ＩＰカンセツネンザ,S636
ＩＲＡＫ４欠損症,ＩＲＡＫ４ケッソンショウ,D848
ＩＵＤ検診,ＩＵＤケンシン,Z305
ＩＵＤ挿入,ＩＵＤソウニュウ,Z301
ＩＵＤ抜去,ＩＵＤバッキョ,Z305
ＩｇＡ血管炎,ＩｇＡケッカンエン,D690
ＩｇＡ血管炎性関節炎,ＩｇＡケッカンエンセイカンセツエン,D690
ＩｇＡ欠損症,ＩｇＡケッソンショウ,D802
ＩｇＡ腎症,ＩｇＡジンショウ,N028
ＩｇＧ４関連硬化性胆管炎,ＩｇＧ４カンレンコウカセイタンカンエン,K830
ＩｇＧ４関連疾患,ＩｇＧ４カンレンシッカン,M359
ＩｇＧ４関連腎臓病,ＩｇＧ４カンレンジンゾウビョウ,N119
ＩｇＧ４関連ミクリッツ病,ＩｇＧ４カンレンミクリッツビョウ,K118
ＩｇＧサブクラス欠損症,ＩｇＧサブクラスケッソンショウ,D803
ＩｇＭ欠損症,ＩｇＭケッソンショウ,D804
Ｉ細胞病,Ｉサイボウビョウ,E770
ＫＩＤ症候群,ＫＩＤショウコウグン,Q809
ＫＩＴ（ＣＤ１１７）陽性胃消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイイショウカカンカンシツシュヨウ,C169
ＫＩＴ（ＣＤ１１７）陽性回腸消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイカイチョウショウカカンカンシツシュヨウ,C172
ＫＩＴ（ＣＤ１１７）陽性空腸消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイクウチョウショウカカンカンシツシュヨウ,C171
ＫＩＴ（ＣＤ１１７）陽性結腸消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイケッチョウショウカカンカンシツシュヨウ,C189
ＫＩＴ（ＣＤ１１７）陽性消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイショウカカンカンシツシュヨウ,C269
ＫＩＴ（ＣＤ１１７）陽性小腸消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイショウチョウショウカカンカンシツシュヨウ,C179
ＫＩＴ（ＣＤ１１７）陽性食道消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイショクドウショウカカンカンシツシュヨウ,C159
ＫＩＴ（ＣＤ１１７）陽性十二指腸消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイジュウニシチョウショウカカンカンシツシュヨウ,C170
ＫＩＴ（ＣＤ１１７）陽性直腸消化管間質腫瘍,ＫＩＴ（ＣＤ１１７）ヨウセイチョクチョウショウカカンカンシツシュヨウ,C20
ＫＲＡＳ遺伝子野生型結腸癌,ＫＲＡＳイデンシヤセイガタケッチョウガン,C189
ＫＲＡＳ遺伝子野生型直腸癌,ＫＲＡＳイデンシヤセイガタチョクチョウガン,C20
ＬＣＡＴ欠損症,ＬＣＡＴケッソンショウ,E786
ＬＥ型薬疹,ＬＥガタヤクシン,L270
ＬＥ蝶形皮疹,ＬＥチョウケイヒシン,L931
ＬＥ皮疹,ＬＥヒシン,L930
ＬＦＡ−１欠乏症,ＬＦＡ−１ケツボウショウ,D840
ＬＧＬ症候群,ＬＧＬショウコウグン,I456
